,at,like,loc,re,tag,time,twit
4975,,588.0,,390.0,,1:06 PM - 16 Jul 2015,"More Bush cronyism – “Jeb Bush and the Common Core Money Trail”
  http://www.freedomworks.org/content/jeb-bush-and-common-core-money-trail … It’s the Bush way!"
4976,,1400.0,,646.0,,1:03 PM - 16 Jul 2015,We need leaders who can negotiate great deals for Americans. It is common sense. Let’s Make America Great Again! https://www.donaldjtrump.com/ 
4977,,1100.0,,279.0,,1:02 PM - 16 Jul 2015,Leaving for New Hampshire now. Making a speech—packed house.  Love it!
4978,,1700.0,,1100.0,,12:57 PM - 16 Jul 2015,The Iran deal poses a direct national security threat. It must be stopped in Congress. Stand up Republicans!
4979,[pennjillette],514.0,,205.0,,12:54 PM - 16 Jul 2015,"The worst show in Las Vegas, in my opinion, is @pennjillette. Hokey garbage. New York show even worse!"
4980,[Lawrence],565.0,,254.0,,12:49 PM - 16 Jul 2015,"Dopey @Lawrence O’Donnell, whose unwatchable show is dying in the ratings, said that my Apprentice $ numbers were wrong. He is a fool!"
4981,,1600.0,,800.0,[Iran],12:20 PM - 16 Jul 2015,No deal is better than a bad deal. America out negotiated again.  #Iran
4982,[theblaze],740.0,,448.0,,12:10 PM - 16 Jul 2015,"FLASHBACK – “Donald Trump Blasts Obama for Failing to Secure Christian Pastor’s Freedom in Iran""  http://www.theblaze.com/stories/2013/12/11/donald-trump-blasts-obama-for-failing-to-secure-christian-pastors-freedom-in-iran-we-are-a-laughingstock-throughout-the-world/ … via @theblaze’"
4983,"[TIME, ZekeJMiller]",287.0,,116.0,,11:53 AM - 16 Jul 2015,Via @TIME by @ZekeJMiller: “Trump Talks Politics at His Virginia Winery”http://time.com/3957783/donald-trump-real-estate-campaign/ …
4984,[FSMtweet],563.0,,352.0,,11:51 AM - 16 Jul 2015,Via @FSMtweet: “Trump is Right: Illegal Alien Crime is Staggering in Scope and Savagery” http://www.familysecuritymatters.org/publications/detail/trump-is-right-illegal-alien-crime-is-staggering-in-scope-and-savagery?f=must_reads#ixzz3fmiT7qi2 …
4985,"[BreitbartNews, ASwoyer]",903.0,,421.0,,11:45 AM - 16 Jul 2015,"“30,000 MACY’S CUSTOMERS RETALIATE IN SUPPORT OF DONALD TRUMP”  http://www.breitbart.com/big-government/2015/07/14/30000-macys-customers-retaliate-in-support-of-donald-trump/ … via @BreitbartNews by @ASwoyer"
4986,,328.0,,175.0,,11:37 AM - 16 Jul 2015,Is this true about Univision and Fusion? Wow!?!http://tktk.gawker.com/fusion-is-losing-a-shit-ton-of-money-1715383733 …
4987,[BreitbartNews],345.0,,200.0,,11:35 AM - 16 Jul 2015,Via @BreitbartNews by Steve Bannon: “‘TIME TO GET TOUGH’: TRUMP’S BLOCKBUSTER POLICY MANIFESTO”http://www.breitbart.com/big-government/2015/07/12/time-to-get-tough-trumps-blockbuster-policy-manifesto/ …
4988,[danforc],1100.0,,444.0,,10:52 AM - 16 Jul 2015,"""@danforc  as a legal immigrant I'm so glad someone standing up for us, the millions who do things by the book to earn our place here"" Thx"
4989,"[ChristianInst, MorenoDadKC, BarbaraGarro]",614.0,,325.0,,10:49 AM - 16 Jul 2015,"""@ChristianInst @MorenoDadKC @BarbaraGarro The Democratic party has never given latinos anything! Just manipulate them through Univision."""
4990,,438.0,,168.0,,10:40 AM - 16 Jul 2015,They are great people!https://twitter.com/drewmann76/status/621720118498869248 …
4991,,910.0,,267.0,,10:36 AM - 16 Jul 2015,Thank you.https://twitter.com/marc_sarza/status/621719820535492608 …
4992,"[ChanRogers, realDonaldTrump]",694.0,,228.0,,10:33 AM - 16 Jul 2015,"""@ChanRogers I literally give a fist pump when I see @realDonaldTrump tell things the way they are & calling out those with no credibility"""
4993,"[pbstwo, RasmussenNews, realDonaldTrump, weeklystandard]",524.0,,190.0,,10:31 AM - 16 Jul 2015,"""@pbstwo @RasmussenNews @realDonaldTrump @weeklystandard. And the Donald owes NOTHING to lobbyists."""
4994,"[RasmussenNews, weeklystandard]",556.0,,173.0,,10:30 AM - 16 Jul 2015,"""@RasmussenNews @weeklystandard  Yea, but you know the only problem I see? The Donald is the ONLY one willing to tell it like it is!!"""
4995,"[MichaelPlu, realDonaldTrump, Macys]",463.0,,151.0,,8:20 AM - 16 Jul 2015,"""@MichaelPlu @realDonaldTrump @Macys we never shopped at Macy's anyway & will now encourage three daughters not to as well"""
4996,"[KarlRove, FoxNews]",871.0,,537.0,,8:02 AM - 16 Jul 2015,.@KarlRove wasted $400 million + and didn’t win one race—a total loser. @FoxNews
4997,"[FoxNews, KarlRove]",714.0,,411.0,,8:02 AM - 16 Jul 2015,.@FoxNews You shouldn’t have @KarlRove on the air—he’s a clown with zero credibility—a Bushy!
4998,[BradSteinle],695.0,,306.0,,7:46 AM - 16 Jul 2015,.@BradSteinle Great talking to you and your parents—fantastic people. Keep your sister’s very important memory alive—big impact!
4999,[andydean2014],356.0,,91.0,,7:02 AM - 16 Jul 2015,".@andydean2014 Thank you, you were great. You can defend me anytime. Amazing job."
5000,"[joshdronzek, realDonaldTrump, Macys]",336.0,,112.0,,6:33 AM - 16 Jul 2015,"""@joshdronzek @realDonaldTrump @Macys GO TRUMP"""
5001,[Macys],2400.0,,1100.0,,6:14 AM - 16 Jul 2015,I hope the boycott of @Macys continues forever. So many people are cutting up their cards. Macy's stores suck and they are bad for U.S.A.
5002,[pennjillette],942.0,,429.0,,6:10 AM - 16 Jul 2015,I loved firing goofball atheist Penn @pennjillette on The Apprentice. He never had a chance. Wrote letter to me begging for forgiveness.
5003,[pennjillette],1200.0,,1100.0,,3:18 AM - 16 Jul 2015,"I hear @pennjillette show on Broadway is terrible. Not surprised, boring guy (Penn). Without The Apprentice,  show would have died long ago."
5004,"[KarlRove, FoxNews]",1500.0,,919.0,,3:10 AM - 16 Jul 2015,"Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12."
5005,[HoustonWelder],1800.0,,1700.0,,2:44 AM - 16 Jul 2015,"""@HoustonWelder: Donald Trump is one of the sexiest men on this planet. Every woman dreams of a good man who tells it like it is."" So true!"
5006,[UncleLouie],1700.0,,649.0,,2:02 PM - 15 Jul 2015,"""@UncleLouie Clearly Trump gets social media. His tweets are everywhere & no sugar coating, he keeps it real. Wish all candidates did that"""
5007,[ReevesMH],1300.0,,465.0,,1:52 PM - 15 Jul 2015,"""@ReevesMH  it's been a long time since I've been excited about a candidate. How refreshing to have a bold voice. Go Trump!"""
5008,,874.0,,306.0,,1:18 PM - 15 Jul 2015,Thank you Piers.https://twitter.com/piersmorgan/status/621411306621534209 …
5009,[StephenBaldwin7],852.0,,253.0,,1:01 PM - 15 Jul 2015,.@StephenBaldwin7 You were fabulous on CNN last night--I greatly appreciate your support.  Best wishes.
5010,"[PolitiTrends, realDonaldTrump]",786.0,,397.0,,8:11 AM - 15 Jul 2015,""".@PolitiTrends @realdonaldtrump is dominating the discussion on Twitter with 79352 mentions today (via http://PolitiTrends.com  )"""
5011,"[FoxNews, KarlRove]",1300.0,,775.0,,8:01 AM - 15 Jul 2015,".@FoxNews should not put @KarlRove on—he has no credibility, a bush plant who called all races wrong."
5012,"[KarlRove, FoxNews]",1500.0,,939.0,,8:01 AM - 15 Jul 2015,Why do people listen to clown @KarlRove on @FoxNews? Spent $430M & lost all races—a Bushy!
5013,[BradSteinle],705.0,,292.0,,7:50 AM - 15 Jul 2015,.@BradSteinle Thank you for yr wonderful tweet of July 4. I wanted a little time to go by before calling. Your sister & family are amazing.
5014,"[AnnCoulter, realDonaldTrump]",849.0,,405.0,,11:13 PM - 14 Jul 2015,"""@AnnCoulter: AMAZING press conference by @realDonaldTrump w/ parents of kids killed by illegals."
5015,"[ben_techpro, AnnCoulter]",635.0,,421.0,"[AdiosAmerica, MakeAmericaGreatAgain]",11:11 PM - 14 Jul 2015,"""@ben_techpro: It's way worse than we know.Just read @AnnCoulter #AdiosAmerica-be educated!! #MakeAmericaGreatAgain https://twitter.com/joelpollak/status/620779246558932992 …"""
5016,[AnnCoulter],2300.0,,1100.0,,6:21 PM - 14 Jul 2015,"""@AnnCoulter:  I think DonaldTrump has struck a cord! 30,000 MACY’S CUSTOMERS RETALIATE IN SUPPORT OF DONALD TRUMP http://bit.ly/1dZbxKJ """
5017,[realDonaldTrump],1900.0,,797.0,,5:59 PM - 14 Jul 2015,"""@AProudRebel: @realDonaldTrump HIGH NUMBERS SHOW DONALD TRUMP IS BEATING HIS RIVALS IN THE POLLS, GO TRUMP, TRUMP NATION."""
5018,,1600.0,,926.0,,1:37 PM - 14 Jul 2015,Via The Hill: Trump Tops National Poll for Second Straight Weekhttp://thehill.com/blogs/ballot-box/247875-trump-tops-national-poll-for-second-straight-week …
5019,"[Britinnv, realDonaldTrump, HillaryClinton]",1900.0,,896.0,,9:57 AM - 14 Jul 2015,"""@Britinnv @realDonaldTrump Would the people of US prefer a liar @HillaryClinton or a man that speaks the truth and facts!! No Brainer hey!"""
5020,,2600.0,,1400.0,,9:31 AM - 14 Jul 2015,We are no longer silent. We are energized & ready to take our country back. Let’s Make America Great Again! https://www.donaldjtrump.com/ 
5021,"[kavemanrj, realDonaldTrump]",610.0,,179.0,,8:10 AM - 14 Jul 2015,"""@kavemanrj @realDonaldTrump Amazing work trump! I believe you will do the same for our country."""
5022,,1100.0,,366.0,,8:09 AM - 14 Jul 2015,"Getting ready to land in Charlottesville, Virginia, at Trump Vineyards, another job producing development that I bought and made AMAZING!"
5023,,674.0,,339.0,,8:00 AM - 14 Jul 2015,Who do you want negotiating for us? https://instagram.com/p/4PRAtVmhVq/ 
5024,,839.0,,553.0,,7:42 AM - 14 Jul 2015,Response to Hillary Clinton- http://on.fb.me/1M8fyLG 
5025,,3500.0,,1900.0,,7:06 AM - 14 Jul 2015,I can't believe that President Obama isn't able or willing to make just one phone call to the family of Kate Steinle.Come on Pres-MAKE CALL!
5026,,2400.0,,1300.0,,6:40 AM - 14 Jul 2015,A nation without borders is no nation at all. We must build a wall. Let’s Make America Great Again! https://www.donaldjtrump.com/ 
5027,"[Mets, NYDailyNews]",1100.0,,722.0,,6:23 AM - 14 Jul 2015,Matt Harvey @Mets -- Don't let the @NYDailyNews get you down---nobody reads it. Play well.
5028,,2000.0,,1400.0,,5:55 AM - 14 Jul 2015,"Ford is MOVING jobs from Michigan to Mexico AGAIN! http://www.usatoday.com/story/money/cars/2015/07/09/ford-focus-cmax-mexico/29921307/ … As President, this will stop on Day One! Jobs will stay here."
5029,"[Zimbo251, realDonaldTrump, greta]",441.0,,150.0,,4:18 AM - 14 Jul 2015,"""@Zimbo251: @realDonaldTrump @greta Go Donald! Show them what a real man is!"""
5030,[realDonaldTrump],447.0,,114.0,,4:18 AM - 14 Jul 2015,"""@NorthStarMF: @realDonaldTrump love you, please fix america!"""
5031,[LeeEllmauerJr],591.0,,314.0,,4:18 AM - 14 Jul 2015,"""@LeeEllmauerJr: LEGAL Latino Immigrants talk to me in factories & warehouses. Want to know why OBAMA to give AMNESTY? They did it RIGHT!"""
5032,"[Marta_AQT4U, realDonaldTrump]",657.0,,267.0,[Trump2016],4:16 AM - 14 Jul 2015,"""@Marta_AQT4U: Obama - just retire I'm ready for a real Leader !! #Trump2016 @realDonaldTrump Please Hurry up and Get to The WHITE House !"
5033,,2000.0,,1200.0,,4:13 AM - 14 Jul 2015,"Let Pete Rose into the Baseball Hall of Fame. It's time, he has paid a big and very long price!"
5034,"[greta, realDonaldTrump]",867.0,,426.0,,9:27 PM - 13 Jul 2015,"""@greta: Huffington Post has @realDonaldTrump in first place in the polls http://gretawire.foxnewsinsider.com/2015/07/13/huffington-post-has-donald-trump-in-first-place-in-the-polls/ …"""
5035,,2900.0,,1300.0,,2:16 PM - 13 Jul 2015,I am so happy that people are boycotting Macy'shttp://bit.ly/1DcPZRA 
5036,"[HuffingtonPost, pollsterpolls]",1800.0,,908.0,,12:18 PM - 13 Jul 2015,Very nice - @HuffingtonPost @pollsterpolls has me in first place at 18% and Bush second at 14%http://elections.huffingtonpost.com/pollster/2016-national-gop-primary …
5037,,3800.0,,2200.0,,12:15 PM - 13 Jul 2015,I absolutely support Kate’s Law—in honor of the beautiful Kate Steinle who was gunned down in SF by an illegal immigrant.
5038,"[SaintPetersblog, realDonaldTrump]",1000.0,,342.0,,12:00 PM - 13 Jul 2015,"""@SaintPetersblog Part of me really, really likes @realDonaldTrump. The man is breathtakingly honest. Have to give him credit."""
5039,,1300.0,,704.0,,11:54 AM - 13 Jul 2015,"Rush Limbaugh: ""Trump Has Changed the Entire Debate on Immigration"" http://www.newsmax.com/Headline/rush-Limbaugh-Donald-Trump-changed-debate/2015/07/08/id/654107/ …"
5040,,707.0,,330.0,,10:04 AM - 13 Jul 2015,Have some fun with this- https://instagram.com/p/5FYL1dmhY9/ 
5041,,1800.0,,1700.0,,9:24 AM - 13 Jul 2015,El Chapo comes to the U.S. often thru our border—it's been revealed he has CA drivers license.http://www.latintimes.com/el-chapo-guzman-has-california-drivers-license-how-did-he-obtain-it-132540 …
5042,,2500.0,,2000.0,,9:21 AM - 13 Jul 2015,Mexico’s totally corrupt gov’t looks horrible with El Chapo’s escape—totally corrupt. U.S. paid them $3 billion.
5043,,3200.0,,2600.0,,9:20 AM - 13 Jul 2015,The joke around town is that I freed El Chapo from the Mexican prison because the timing was so good w/ my statements on border security.
5044,[McLaughlinGroup],559.0,,195.0,,9:14 AM - 13 Jul 2015,.@McLaughlinGroup Greatly appreciate yr wonderful comments this weekend. People of “great accomplishment” should easily quality for prez.
5045,,2800.0,,1300.0,,9:14 AM - 13 Jul 2015,"Isn’t it interesting that now that I’m #1 in the polls, the networks show polls that are a month old!"
5046,"[bdean1468, jlangdale, realDonaldTrump, HillaryClinton, CNN]",909.0,,382.0,,8:55 AM - 13 Jul 2015,"""@bdean1468 @jlangdale @realDonaldTrump @HillaryClinton @CNN SAY IT LOUD & SAY IT PROUD - - WE WANT TRUMP!!!!!!"""
5047,,3500.0,,2200.0,,3:59 AM - 13 Jul 2015,"When will people, and the media, start to apologize to me for my statement, ""Mexico is sending...."", which turned out to be true?  El Chapo"
5048,,2200.0,,1500.0,,3:53 AM - 13 Jul 2015,"....likewise, billions of dollars gets brought into Mexico    through the border. We get the killers, drugs & crime, they get the money!"
5049,,2300.0,,1800.0,,3:47 AM - 13 Jul 2015,"El Chapo and the Mexican drug cartels use the border unimpeded like it was a  vacuum cleaner, sucking drugs and death right into the U.S."
5050,,5400.0,,4400.0,,9:05 PM - 12 Jul 2015,"The U.S. will invite El Chapo, the Mexican drug lord who just escaped prison, to become a U.S. citizen because our ""leaders"" can't say no!"
5051,"[Patriotress, NRO, realDonaldTrump]",605.0,,283.0,,8:00 PM - 12 Jul 2015,"""@Patriotress: @NRO why people support @realDonaldTrump http://www.thepcgraveyard.com/2015/07/12/wonder-why-so-many-people-support-donald-trump-heres-why/ …""  Thank you!"
5052,,1800.0,,781.0,,7:14 PM - 12 Jul 2015,.....but that's what I've been saying. Very unfair treatment by the media!
5053,,2500.0,,1800.0,,7:10 PM - 12 Jul 2015,"Now that the Mexican drug lord escaped from prison, everyone is saying that most of the cocaine etc. coming into the U.S. comes over border!"
5054,[chucktodd],1200.0,,617.0,,5:36 PM - 12 Jul 2015,I hear that sleepy eyes @chucktodd will be fired like a dog from ratings starved Meet The Press? I can't imagine what is taking so long!
5055,,5200.0,,5500.0,,5:29 PM - 12 Jul 2015,"...Trump, however, would kick his ass!"
5056,,4500.0,,5500.0,,5:25 PM - 12 Jul 2015,"Can you envision Jeb Bush or Hillary Clinton negotiating with 'El Chapo', the Mexican drug lord who escaped from prison? ...."
5057,[chucktodd],1200.0,,548.0,,2:08 PM - 12 Jul 2015,Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!
5058,,8000.0,,7300.0,,2:03 PM - 12 Jul 2015,Mexico's biggest drug lord escapes from jail. Unbelievable corruption and USA is paying the price.  I told you so!
5059,,1700.0,,665.0,,6:21 AM - 12 Jul 2015,"Phoenix Convention Center officials did not want to have thousands of people standing outside in the heat, so they let them in. A GREAT day!"
5060,,1300.0,,587.0,,6:18 AM - 12 Jul 2015,"Convention Center officials in Phoenix don't want to admit that they broke the fire code by allowing 12-15,000 people in 4,000 code room."
5061,"[BreitbartNews, AWRHawkins]",1100.0,,631.0,,8:43 PM - 11 Jul 2015,"Via @BreitbartNews by @AWRHawkins: ""TRUMP PREACHES PEACE THROUGH STRENGTH IN PHOENIX""http://www.breitbart.com/big-government/2015/07/11/trump-preaches-peace-through-strength-in-phoenix/ …"
5062,,2300.0,,685.0,,5:56 PM - 11 Jul 2015,I will not be able to attend the Miss USA pageant tomorrow night because I am campaigning in Phoenix. Wishing all well!
5063,,4800.0,,3500.0,,12:06 PM - 11 Jul 2015,Legal immigrants want border security. It is common sense. We must build a wall! Let's Make America Great Again!pic.twitter.com/I5CybmR0MF
5064,"[ANHQDC, CharlesHurt]",453.0,,232.0,,12:00 PM - 11 Jul 2015,"Great @ANHQDC segment with @CharlesHurt: ""Breaking Down the Trump Factor"" http://www.foxnews.com/on-air/americas-news-hq/index.html#/v/4349785064001 … Let's Make America Great Again!"
5065,,1800.0,,987.0,,9:55 AM - 11 Jul 2015,Today I am standing with patriots in Arizona for border security! Build a wall! Let's Make America Great Again! https://www.eventbrite.com/e/join-donald-j-trump-stand-up-to-illegal-immigration-new-location-tickets-17680921111 …
5066,,1600.0,,761.0,,9:48 AM - 11 Jul 2015,"Today I will be rallying with with 15,000 patriots in Arizona for border security! Let's Make America Great Again! https://www.donaldjtrump.com/ "
5067,"[CNNPolitics, mj_lee]",635.0,,369.0,,9:37 AM - 11 Jul 2015,"Via @CNNPolitics by @mj_lee: ""Father of murder victim to introduce Trump in Phoenix""http://www.cnn.com/2015/07/11/politics/donald-trump-phoenix-rally/index.html …"
5068,"[Eugene_Scott, realDonaldTrump, CNNPolitics]",865.0,,461.0,,7:50 AM - 11 Jul 2015,"""@Eugene_Scott: ""I want people to come into the country. Let it be legal,"" @RealDonaldTrump http://cnn.it/1RpnoEo  via @CNNPolitics"""
5069,,1100.0,,377.0,,7:49 AM - 11 Jul 2015,Getting ready to go to Las Vegas (Freedom Fest) - great crowd. Then on to amazing Phoenix - that will be a total happening! Love America.
5070,[gump6363],909.0,,292.0,[MakeAmericaGreatAgain],4:56 AM - 11 Jul 2015,"""@gump6363: I always said I will not vote until I truly believe in a good leader, you sir will get my vote! #MakeAmericaGreatAgain"""
