,at,like,loc,re,tag,time,twit
2536,"[Good2bqueen67, realDonaldTrump, Sandikay60]",2600.0,,773.0,,7:44 PM - 23 Nov 2015,"""@Good2bqueen67: .@realDonaldTrump @Sandikay60 I enjoyed the speech so much tonight, you were on point  Sir!""  Thanks."
2537,"[Sandikay60, realDonaldTrump]",2000.0,,678.0,[Trumponly],7:42 PM - 23 Nov 2015,"""@Sandikay60: @realDonaldTrump it was awesome! #Trumponly. Great crowd! Wonderful"""
2538,"[Port3Star, JDiamond1, CNNPolitics]",2000.0,,779.0,,7:31 PM - 23 Nov 2015,"""@Port3Star: @JDiamond1 @CNNPolitics You know he has great vision. The very best. Many people have told him so. Thousands of people!"""
2539,"[JeffPage5, realDonaldTrump, WSJ, GOP]",2600.0,,1100.0,,7:30 PM - 23 Nov 2015,"""@JeffPage5: @realDonaldTrump @WSJ @GOP they're finally gettin the message, we're fed up & we're not going establishment."
2540,[David360NC],2600.0,,1200.0,"[Trump2016, TeamTrump, WrongMove]",7:29 PM - 23 Nov 2015,"""@David360NC: We have a voice with DonaldTrump, Let’s do our part & VOTE IN THE R PRIMARY 4 #Trump2016 #TeamTrump https://twitter.com/DiamondandSilk/status/668984828319125505 …"""
2541,"[beingmesuzieeJ, realDonaldTrump]",2400.0,,845.0,,7:28 PM - 23 Nov 2015,"""@beingmesuzieeJ: @realDonaldTrump... You ROCKED IT AGAIN IN OHIO!!!! Come to Nebraska.. Please!! Trump 2016!!"" Thanks and I will!"
2542,,7200.0,,2300.0,,6:08 PM - 23 Nov 2015,"Just left Columbus rally of 14,000 people --- a far bigger crowd than even I expected! Unbelievable evening, incredible spirit in the arena!"
2543,[BostonGlobe],1800.0,,804.0,,2:26 PM - 23 Nov 2015,"""@iliveamongyou:  @BostonGlobe: Ben Carson advisers say he struggles with foreign policy http://bos.gl/NiZuGu8  http://twitter.com/iliveamongyou/status/668918183122894853/photo/1pic.twitter.com/044xgNYLth """
2544,"[DonnySmith557, realDonaldTrump]",2900.0,,889.0,,2:25 PM - 23 Nov 2015,"""@DonnySmith557: @realDonaldTrump Everything Mr. Trump touches turns to gold, what a great negotiator! !!!!!"" Thanks."
2545,,3700.0,,1100.0,,2:18 PM - 23 Nov 2015,Heading for Ohio - really big crowd of amazing people! Much to talk about!
2546,,6500.0,,2500.0,[ObamaCare],2:11 PM - 23 Nov 2015,"Going to Ohio, home of one of the worst presidential candidates in history--Kasich. Can't debate, loves #ObamaCare--dummy!"
2547,"[WSJ, GOP]",4400.0,,2400.0,,11:36 AM - 23 Nov 2015,.@WSJ reports that @GOP getting ready to treat me unfairly—big spending planned against me. That wasn’t the deal!
2548,[washingtonpost],5200.0,,3200.0,,11:02 AM - 23 Nov 2015,Via @washingtonpost 9/18/01. I want an apology! Many people have tweeted that I am right! http://wapo.st/1R1siFz pic.twitter.com/wrDEhXJlvR
2549,[Macys],7000.0,,3500.0,"[BoycottMacys, DumpMacys]",10:45 AM - 23 Nov 2015,When you do your Christmas shopping remember how disloyal @Macys was to the subject of illegal immigration. #BoycottMacys #DumpMacys
2550,,4100.0,,2000.0,,8:49 AM - 23 Nov 2015,"Hillary, there is nothing to laugh about- https://instagram.com/p/-bz5HWGhXZ/ "
2551,,5900.0,,2100.0,,8:26 AM - 23 Nov 2015,"Going to Columbus, Ohio today for a tremendous rally of thousands. The silent majority is no longer silent!"
2552,"[AP, JeffHorwitz]",2900.0,,1100.0,,8:23 AM - 23 Nov 2015,.@AP has one of the worst reporters in the business -- @JeffHorwitz wouldn’t know the truth if it hit him in the face.
2553,[AP],2900.0,,1100.0,,8:22 AM - 23 Nov 2015,.@AP continues to do extremely dishonest reporting. Always looking for a hit to bring them back into relevancy—ain’t working!
2554,"[matthewjdowd, BarbaraJWalters]",3400.0,,1100.0,,4:58 PM - 22 Nov 2015,".@MatthewJDowd thank you for the nice comments recently, especially on @BarbaraJWalters. My family & I greatly appreciate your kind words."
2555,,13000.0,,6800.0,,2:56 PM - 22 Nov 2015,"Hillary Clinton is weak on illegal immigration, among many other things. She is strong on corruption - corruption is what she's best at!"
2556,"[ny_conservative, BarbMuenchen]",1900.0,,863.0,"[CrippledAmerica, TeamTrump, Trump2016, MakeAmericaGreatAgain]",2:46 PM - 22 Nov 2015,"""@ny_conservative:  @BarbMuenchen #CrippledAmerica is an excellent resource for the 2016 race #TeamTrump #Trump2016 #MakeAmericaGreatAgain"""
2557,"[ktd101551, CNNPolitics]",2400.0,,901.0,,2:42 PM - 22 Nov 2015,"""@ktd101551: @CNNPolitics Trump gave a great speech in Ala. What's more important a protester? I wouldn't give these folks 1 sec of attn"""
2558,"[jrpantiques, realDonaldTrump, TheFix, pbump]",2400.0,,1000.0,,2:33 PM - 22 Nov 2015,"""@jrpantiques: @realDonaldTrump @TheFix @pbump THE SCRIPT FOR A GREAT WORLD CHANGING LEADER TO ARISE HAS BEEN WRITTEN & IT WAS FOR MR. TRUMP"
2559,"[bloggerjulie, FoxNews]",2400.0,,1100.0,,2:32 PM - 22 Nov 2015,"""@bloggerjulie: @FoxNews The reporter is the one who mentioned the national database FIRST and not DonaldTrump. Y not report HONEST NEWS?"""
2560,"[MJP1370, realDonaldTrump, TheFix, pbump]",2600.0,,1200.0,,2:32 PM - 22 Nov 2015,"""@MJP1370: @realDonaldTrump @TheFix @pbump We need Trump now! Obama isn't protecting Americans !!"""
2561,[TheFix],2900.0,,1500.0,,2:26 PM - 22 Nov 2015,"""@TheFix: The Paris attacks have only made Donald Trump stronger http://wpo.st/yC6r0  pic.twitter.com/Y3SevhrRp1"" Very interesting!"
2562,,3600.0,,1200.0,,12:07 PM - 22 Nov 2015,"""@drewtheg:  Trump is the epitome of integrity, good spirit, forthright honesty... you pull no punches and call a spade a spade. diggin it!"""
2563,"[jakub_lisa, HillaryClinton]",2700.0,,1200.0,[NoClintonInWHEverAgain],12:06 PM - 22 Nov 2015,"""@jakub_lisa:  @HillaryClinton A Clinton Cannot be trusted!How many x's do we allow them to disgrace this country? #NoClintonInWHEverAgain"""
2564,"[heiressarts, realDonaldTrump]",1800.0,,683.0,,11:59 AM - 22 Nov 2015,"""@heiressarts: @realDonaldTrump By going after you, Jindal also lost the LA governor race! Politicians Beware."
2565,,4600.0,,2300.0,"[MakeAmericaGreatAgain, Trump2016]",10:26 AM - 22 Nov 2015,"Great poll numbers! Thank you!
#MakeAmericaGreatAgain #Trump2016pic.twitter.com/51CRR6m5Eg"
2566,,10000.0,,5100.0,,7:59 AM - 22 Nov 2015,"We better get tough with RADICAL ISLAMIC TERRORISTS, and get tough now, or the life and safety of our wonderful country will be in jeopardy!"
2567,,12000.0,,5700.0,,7:53 AM - 22 Nov 2015,13 Syrian refugees were caught trying to get into the U.S. through the Southern Border. How many made it?  WE NEED THE WALL!
2568,,7700.0,,2600.0,,6:50 AM - 22 Nov 2015,Great poll numbers all over and beating Hillary Clinton one on one. Thank you!
2569,"[ABC, GStephanopoulos]",2600.0,,857.0,,4:33 AM - 22 Nov 2015,Big new @ABC Poll to be announced at 9:00 A.M. on This Week with @GStephanopoulos. I will be interviewed on show!
2570,"[GStephanopoulos, ABC]",3100.0,,1100.0,,4:26 AM - 22 Nov 2015,.@GStephanopoulos just announced that I am leading  BIG in the new @ABC Poll which will be shown on This Week at 9:00 A.M. I will be on show
2571,[foxandfriends],2000.0,,638.0,,4:16 AM - 22 Nov 2015,Will be interviewed on @foxandfriends at 8:00 A.M.
2572,"[Reuters, AP]",3200.0,,1300.0,,6:32 PM - 21 Nov 2015,I find that @Reuters is a far more professional operation than @AP.
2573,[AP],2700.0,,1100.0,,6:31 PM - 21 Nov 2015,.ccolvinj @AP is one of the truly bad reporters---working for an organization that has totally lost its way. Stories are fictional garbage.
2574,[GOP],2200.0,,1200.0,[MakeAmericaGreatAgain],4:52 PM - 21 Nov 2015,"""@iliveamongyou: URGENT “@GOP…in an effort to destroy their own front runner.” #MakeAmericaGreatAgain http://www.breitbart.com/big-government/2015/11/20/keystone-cops-gop-consultant-class-heroes-publicly-panhandling-desperate-bid-derail-donald-trump/ …""  I HIT BACK!"
2575,"[2timeslucky, steph93065, FoxNews]",2000.0,,880.0,,4:50 PM - 21 Nov 2015,"""@2timeslucky: @steph93065 @FoxNews Kimberly G. hosted Greta last nights& told the TRUTH about Trump! http://insider.foxnews.com/2015/11/20/donald-trump-clarifies-he-wants-database-syrian-refugees-not-all-us-muslims …"""
2576,"[TomLydon, DanSondhelm]",1700.0,,667.0,,4:48 PM - 21 Nov 2015,"""@TomLydon: What Financial Pros Can Learn from Donald Trump's Communication Style http://ow.ly/UV2L4  @DanSondhelm"" Very nice, thanks!"
2577,[boreed615],2100.0,,899.0,,3:40 PM - 21 Nov 2015,"""@boreed615: Donald Trump retakes lead in GOP race; Ted Cruz makes gains: poll: http://aol.it/1QVK4Kd  # via AOL"""
2578,"[Ma1973sk, realDonaldTrump]",2200.0,,764.0,,3:30 PM - 21 Nov 2015,"""@Ma1973sk: Great family. Great interview @realDonaldTrump ! http://abcnews.go.com/Politics/donald-trump-family-talk-barbara-walters-presidential-run/story?id=35335150&utm_source=twitterfeed&utm_medium=twitter …"""
2579,[marklevinshow],1300.0,,688.0,,3:27 PM - 21 Nov 2015,"""@marklevinshow: Well said http://fb.me/2xATSKzXo """
2580,[WayneDupreeShow],2100.0,,1000.0,,3:17 PM - 21 Nov 2015,"""@WayneDupreeShow: ""It’s clear that Donald Trump was NOT even talking about a Muslim Database!"" http://newsninja2012.com/snow-job-media-creates-trump-conspiracy-about-muslim-database/ …"""
2581,[FortuneMagazine],1700.0,,661.0,,3:16 PM - 21 Nov 2015,"""@FortuneMagazine: Do successful CEOs sleep less than everyone else? http://for.tn/1kLZZ1y  pic.twitter.com/15ZgyzSr1J"""
2582,[foxnation],1800.0,,1200.0,[DonaldTrump],3:12 PM - 21 Nov 2015,"""@foxnation: Report: #DonaldTrump Heckler Convicted Of Attempting To Blow Up Marine Recruitment Center http://nation.foxnews.com/2015/11/21/report-trump-heckler-convicted-attempting-blow-marine-recruitment-center …"""
2583,[politico],2000.0,,935.0,,3:11 PM - 21 Nov 2015,"""@politico: Palin on 2016: ""I think it would come down to Cruz and Trump!  http://politi.co/1HeOudg  | Getty pic.twitter.com/y5wN0AhK0E"""
2584,"[GStephanopoulos, ThisWeekABC]",1500.0,,659.0,,3:02 PM - 21 Nov 2015,"""@GStephanopoulos: I’ll talk to Donald Trump about his comments on Syrian refugees, and much more, Sunday on @ThisWeekABC."""
2585,[THR],2300.0,,945.0,,3:01 PM - 21 Nov 2015,"""@THR: Trump's Wife, Children Open Up About GOP Candidate: ""There’s No One Else Like Him"" http://thr.cm/P38I3g  pic.twitter.com/WXsq41nK17"""
2586,[heytana],1600.0,,554.0,,1:49 PM - 21 Nov 2015,".@heytana, great job - we are all proud of you!"
2587,,6200.0,,2500.0,"[LEO, LESM, Trump2016]",12:41 PM - 21 Nov 2015,"Thank you to all law enforcement agencies for a fabulous job!
#LEO #LESM #Trump2016pic.twitter.com/SuH1jfOQR4"
2588,,3200.0,,1200.0,"[Trump2016, MakeAmericaGreatAgain]",12:40 PM - 21 Nov 2015,"Thank you for a great afternoon Birmingham, Alabama! #Trump2016 #MakeAmericaGreatAgainpic.twitter.com/FrOkqCzBoD"
2589,[bobvanderplaats],2500.0,,724.0,,12:13 PM - 21 Nov 2015,It's too bad so few people showed up to @bobvanderplaats Family Leader dinner. Next year I'll try & be there- and they'll have a huge crowd!
2590,,2300.0,,799.0,,7:44 AM - 21 Nov 2015,"Thank you John Nolte for 
wonderful analysis & reporting."
2591,,6000.0,,2500.0,,7:35 AM - 21 Nov 2015,"Rumor has it - Pataki, Kasich, & Senator Lindsey Graham are dropping out of the race very soon. Hope it's not true, they're so easy to beat!"
2592,[BreitbartNews],2800.0,,1300.0,,7:26 AM - 21 Nov 2015,So nice when media properly polices media. Thank you @BreitbartNews.http://www.breitbart.com/big-journalism/2015/11/21/muslim-registry-rope-me-hillary-haberman-lies-about-trump-on-nyt-front-page/ …
2593,,2500.0,,1100.0,,7:23 AM - 21 Nov 2015,A woman who got fired after two days of working with Scott Walker - a wacko - now trying to raise funds to fight me.
2594,,3900.0,,1200.0,,6:36 AM - 21 Nov 2015,"Heading to Birmingham, Alabama, and a massive crowd of incredible people! 12 noon - will be wild."
2595,,3200.0,,1200.0,,6:35 AM - 21 Nov 2015,"To show you how politicians act, Bobby Jindal spent $1,000 to register in New Hampshire & dropped out the next day. Such a waste!"
2596,,4400.0,,1800.0,,6:29 AM - 21 Nov 2015,"We're stuck with the worst mayor in the United States. Too bad, but New York City will survive!"
2597,,3000.0,,1200.0,,5:13 AM - 21 Nov 2015,"People are really liking my new book, ""Crippled America."" Check it out!"
2598,"[tas0727, realDonaldTrump]",2400.0,,936.0,,5:09 AM - 21 Nov 2015,"""@tas0727: @realDonaldTrump Make America Great again vote Donald Trump"""
2599,"[jaazee1, CNN]",2000.0,,920.0,,5:09 AM - 21 Nov 2015,"""@jaazee1: @CNN anchor's shocked that DonaldTrump's  comments resonate with GOP base will go apoplectic that he does with democrats too."
2600,"[STATinc2015, BarbaraJWalters, ABC, MELANIATRUMP, IvankaTrump]",2500.0,,839.0,,9:26 PM - 20 Nov 2015,"""@STATinc2015:  @BarbaraJWalters @ABC @MELANIATRUMP @IvankaTrump saw the interview tonight. Thought it was great. Can't wait till November."""
2601,[realDonaldTrump],2700.0,,1100.0,,9:25 PM - 20 Nov 2015,"""@thetylerjames9: @realDonaldTrump cannot be bought! Therefore he cannot be silenced!"""
2602,"[RustyBlissUSA, realDonaldTrump]",2000.0,,799.0,"[Trump2016, TeamTrump]",9:24 PM - 20 Nov 2015,"""@RustyBlissUSA:  @realDonaldTrump we're ready to thwart the establishment attempts in the Buckeye State. #Trump2016 #TeamTrump"""
2603,"[TLCastle, realDonaldTrump]",1700.0,,758.0,,9:23 PM - 20 Nov 2015,"""@TLCastle: @realDonaldTrump Do you plan on making any campaign stops in West Virginia?"" YES, soon."
2604,"[RenaSummersLtd, ABCNetwork]",2200.0,,776.0,,9:23 PM - 20 Nov 2015,"""@RenaSummersLtd: Watched @ABCNetwork special tonight! You have such amazing children. Lots to be proud of! Love your wife! Class Act!"""
2605,[michaelglassner],2400.0,,1100.0,"[TeamTrump, Trump2016, MakeAmericaGreatAgain]",9:20 PM - 20 Nov 2015,"""@michaelglassner: A GREAT DAY in South Carolina for DonaldTrump & #TeamTrump! #Trump2016 #MakeAmericaGreatAgain pic.twitter.com/Re655JmhqJ"""
2606,"[realkingrobbo, hotroddergirl]",2200.0,,852.0,[Trump2016],9:18 PM - 20 Nov 2015,"""@realkingrobbo:  @hotroddergirl You're the hero America needs! #Trump2016""  Thank you, I only want to make America great again!"
2607,"[BornToBeGOP, realDonaldTrump]",2200.0,,752.0,,9:17 PM - 20 Nov 2015,"""@BornToBeGOP: @realDonaldTrump Your family is a better watch than the Kardashians by a mile!"" Cute!"
2608,"[hiddenspeed42, AY4WEB]",1900.0,,815.0,,9:13 PM - 20 Nov 2015,"""@hiddenspeed42: @AY4WEB  No pay or compensation to make our beautiful country again!! That's his promise to us!! We love u trump"""
2609,"[TCash78, realDonaldTrump, VincentKunicki, kimguilfoyle, FoxNews]",1600.0,,615.0,,9:11 PM - 20 Nov 2015,"""@TCash78: @realDonaldTrump @VincentKunicki @kimguilfoyle @FoxNews he will make America great again"
2610,"[realkingrobbo, realDonaldTrump, ABC2020, ABC, BarbaraJWalters]",1700.0,,714.0,,9:09 PM - 20 Nov 2015,"""@realkingrobbo: @realDonaldTrump @Greg39529063 @ABC2020 @ABC @BarbaraJWalters the best man for the job!"" Thanks!"
2611,"[ClassySnobbb, realDonaldTrump]",2000.0,,796.0,[MakeAmericaGreatAgain],9:08 PM - 20 Nov 2015,"""@ClassySnobbb: @realDonaldTrump AMAZING interview. You and your family will be great role models for America!!!  #MakeAmericaGreatAgain"""
2612,"[ABC2020, ABC, BarbaraJWalters]",1900.0,,640.0,,9:07 PM - 20 Nov 2015,"""@Greg39529063:  @ABC2020 @ABC @BarbaraJWalters Watching now! Great! Always true to his word and the USA! A real leader! So nice to hear!!!"""
2613,"[hotroddergirl, realDonaldTrump]",2000.0,,769.0,,9:06 PM - 20 Nov 2015,"""@hotroddergirl: @realDonaldTrump trump 20/20 shows just what hard work and good family can do. Blue collar with you."""
2614,"[VincentKunicki, realDonaldTrump, kimguilfoyle, FoxNews]",1900.0,,713.0,,9:06 PM - 20 Nov 2015,"""@VincentKunicki: @realDonaldTrump @kimguilfoyle @FoxNews Long live Donald Trump our next Ronald Reagan!!! God bless you we need you"" Nice!"
2615,"[ABC2020, ABC, BarbaraJWalters]",3000.0,,1100.0,"[MeetTheTrumps, ABC2020]",6:52 PM - 20 Nov 2015,Join us at 10pmE on @ABC2020 @ABC with @BarbaraJWalters! #MeetTheTrumps #ABC2020pic.twitter.com/vMeLS00GnJ
2616,"[kimguilfoyle, FoxNews]",1800.0,,715.0,"[ICYMI, OnTheRecord, Trump2016, MakeAmericaGreatAgain]",5:56 PM - 20 Nov 2015,"#ICYMI: I joined #OnTheRecord with @kimguilfoyle on @FoxNews this evening. #Trump2016 #MakeAmericaGreatAgain
https://www.youtube.com/embed/IPfbXmrwz7g …"
2617,"[2timeslucky, realDonaldTrump]",3400.0,,1200.0,,4:42 PM - 20 Nov 2015,"""@2timeslucky:  No one can take @realDonaldTrump down because it is the WILL of the people for him to win!"
2618,"[JamesPWilson1, realDonaldTrump]",2200.0,,705.0,,4:41 PM - 20 Nov 2015,"""@JamesPWilson1: @realDonaldTrump When you become president, we will avenge all of the innocents who isis killed"""
2619,"[mia_liner, GSRPygmies, realDonaldTrump]",2700.0,,940.0,,4:39 PM - 20 Nov 2015,"""@mia_liner: @GSRPygmies @realDonaldTrump Trump supporters are a very loyal breed! We see the truth, only Trump can fix this mess we are in"
2620,"[BarbaraJWalters, ABC]",2700.0,,918.0,,4:29 PM - 20 Nov 2015,Looking forward to watching the legendary @BarbaraJWalters interview my family (and me) tonight on @ABC at 10:00. Many things to talk about!
2621,"[smith_jere, realDonaldTrump]",1800.0,,557.0,,4:09 PM - 20 Nov 2015,"""@smith_jere: @realDonaldTrump You are amazing Mr. Trump! Thank you!!!""  So nice."
2622,"[BarbaraJWalters, ABC2020, ABC]",3500.0,,1200.0,"[MeetTheTrumps, ABC2020]",4:07 PM - 20 Nov 2015,"Tune into the legendary @BarbaraJWalters at 10pmE on
@ABC2020 tonight. #MeetTheTrumps for a full hour @ABC #ABC2020!pic.twitter.com/exF5aUhrEW"
2623,"[washingtonpost, BretBaier]",1500.0,,535.0,,4:07 PM - 20 Nov 2015,.@washingtonpost @BretBaier  Please thank Charles Lane for his new found confidence. He has made a very good bet!
2624,"[The2ndguardsUS, realDonaldTrump]",1400.0,,587.0,,4:03 PM - 20 Nov 2015,"""@The2ndguardsUS: @realDonaldTrump ROLL TIDE"""
2625,"[samsellars, realDonaldTrump]",1400.0,,466.0,,4:03 PM - 20 Nov 2015,"""@samsellars: @realDonaldTrump North Carolina. Come on down.""  Will be there very soon!"
2626,"[meganweaver321, realDonaldTrump]",1500.0,,542.0,,4:02 PM - 20 Nov 2015,"""@meganweaver321: @realDonaldTrump Alabama loves you""  Great!"
2627,"[Unicurls, realDonaldTrump]",1300.0,,438.0,"[YUGE, MakeAmericaGreatAgain, bamaforTrump]",4:01 PM - 20 Nov 2015,"""@Unicurls: @realDonaldTrump I'll be in attendance. #YUGE #MakeAmericaGreatAgain #bamaforTrump""  Nice!"
2628,[GeraldSoelz],2000.0,,662.0,,4:01 PM - 20 Nov 2015,"""@GeraldSoelz: Awesome news. Keep your focus on the issues. You just might get more blue collar Democrats to vote for you than Reagan."""
2629,[GraceMatters],1300.0,,430.0,,3:57 PM - 20 Nov 2015,".@Gracematters Thank you, a very wise bet! Best wishes."
2630,,3200.0,,979.0,,2:51 PM - 20 Nov 2015,Just got back from South Carolina. Going to Alabama tomorrow!
2631,[HillaryClinton],5200.0,,2300.0,[POTUS],1:38 PM - 20 Nov 2015,.@HillaryClinton is weak on illegal immigration & totally incompetent as a manager and leader - no strength or stamina to be #POTUS!
2632,"[BarbaraJWalters, ABC2020]",4100.0,,1500.0,,1:17 PM - 20 Nov 2015,The legendary @BarbaraJWalters interviews my family and me tonight at 10:00 on @ABC2020 . Don't miss it!pic.twitter.com/JHTF7f9aTo
2633,[BilldeBlasio],4100.0,,1900.0,[NYC],12:14 PM - 20 Nov 2015,".@BilldeBlasio should focus on running #NYC & all of the problems that he has caused with his ineptitude, & not be so focused on me!"
2634,[BilldeBlasio],4200.0,,1900.0,[NYC],12:13 PM - 20 Nov 2015,"Can you believe the worst Mayor in the U.S., & probably the worst Mayor in the history of #NYC, @BilldeBlasio, just called me a blow hard!"
2635,,3400.0,,1200.0,"[MakeAmericaGreatAgain, Trump2016]",11:37 AM - 20 Nov 2015,"Thank you for a great afternoon, South Carolina! See you next Tuesday! #MakeAmericaGreatAgain #Trump2016pic.twitter.com/kWWMlmy7gQ"
2636,,6900.0,,4000.0,,10:51 AM - 20 Nov 2015,"I didn't suggest a database-a reporter did. We must defeat Islamic terrorism & have surveillance, including a watch list, to protect America"
2637,,3700.0,,1800.0,,8:08 AM - 20 Nov 2015,"Under our President, ISIS is gaining great strength- https://instagram.com/p/-UAerUmhXV/ "
2638,"[BarbaraJWalters, ABC]",5100.0,,1800.0,,7:24 AM - 20 Nov 2015,My family has the honor of being interviewed for a full hour by the legendary @BarbaraJWalters tonight @ABC - 10pmE.pic.twitter.com/cm4fv1Ye9L
2639,"[mkhammer, TheJuanWilliams]",1900.0,,811.0,,7:03 AM - 20 Nov 2015,".@mkhammer, a Fox contributor, isn't smart enough to know what is going on at the border. @TheJuanWilliams made the point far better!"
2640,,3000.0,,950.0,,6:30 AM - 20 Nov 2015,"Going to South Carolina now, great place, SRO crowd. Iowa was amazing yesterday!"
2641,,8500.0,,4000.0,,5:00 AM - 20 Nov 2015,"The media must denigrate ISIS at all levels or youth will continue to be drawn to it. These are low level degenerates, NOT masterminds!"
2642,,13000.0,,6700.0,,4:50 AM - 20 Nov 2015,"The media must immediately stop calling ISIS leaders ""MASTERMINDS."" Call them instead thugs and losers. Young people must not go into ISIS!"
2643,,4100.0,,1200.0,"[MakeAmericaGreatAgain, Trump2016]",6:54 PM - 19 Nov 2015,"A wonderful afternoon in Iowa! Great people! Heading now to Florida - tomorrow, South Carolina! #MakeAmericaGreatAgain #Trump2016"
2644,,3100.0,,1100.0,"[Trump2016, IAForums]",6:28 PM - 19 Nov 2015,A great evening in Iowa! Thank you Des Moines Area Community College for a great forum! #Trump2016 #IAForumspic.twitter.com/092t2VrMEw
2645,,3800.0,,1700.0,,5:55 PM - 19 Nov 2015,"John Kasich was managing director of Lehman Brothers when it crashed, bringing down the world and ruining people's lives. A total failure!"
2646,,4200.0,,1500.0,,5:47 PM - 19 Nov 2015,"Once John Kasich announced he was running for president, and opened his mouth, people realized he was a complete & total dud!"
2647,,3800.0,,1500.0,,5:06 PM - 19 Nov 2015,"John Kasich fell right into President Obama’s trap on ObamaCare, and the people of Ohio are suffering for it. Shame!"
2648,,3200.0,,1200.0,,5:06 PM - 19 Nov 2015,Doesn’t help Kasich to do negative ads on me because he still has to go through everyone else  - he’s almost last.
2649,,2900.0,,1100.0,,5:06 PM - 19 Nov 2015,"John Kasich ad guy wanted to work for me, but his proposal was a rip off – I said NO! Now ripping Kasich."
2650,,3300.0,,1200.0,,5:06 PM - 19 Nov 2015,"I loved beating John Kasich in the debates, but it was easy—he came in dead last!"
2651,,3800.0,,1300.0,,5:06 PM - 19 Nov 2015,Kasich has already spent $6 million on ads in New Hampshire and his numbers have gone down. People from NH are smart!
2652,,4400.0,,1900.0,,5:06 PM - 19 Nov 2015,Watch Kasich squirm --- if he is not truthful in his negative ads I will sue him just for fun!
2653,,6700.0,,3100.0,,5:05 PM - 19 Nov 2015,"I want to do negative ads on John Kasich, but he is so irrelevant to the race that I don’t want to waste my money."
2654,,3700.0,,1500.0,,5:05 PM - 19 Nov 2015,"John Kasich, despite being Governor of Ohio, is losing to me in the Ohio polls. Pathetic!"
2655,,2800.0,,1100.0,,5:05 PM - 19 Nov 2015,"John Kasich should focus his special interest money on building up his failed image, not negative ads on me."
2656,,2500.0,,1100.0,,5:04 PM - 19 Nov 2015,"Governor Kasich, whose failed campaign & debating skills have brought him way down in the polls, is going to spend $2.5 million against me."
2657,,3400.0,,1300.0,,1:34 PM - 19 Nov 2015,The legendary Barbara Walters interviews Melania Trump and me on a special this Friday night at 10:00 on ABC. Don't miss it!
2658,,2900.0,,1200.0,"[MakeAmericaGreatAgain, Trump2016]",1:28 PM - 19 Nov 2015,"Thank you Worcester, Massachusetts!#MakeAmericaGreatAgain #Trump2016 https://www.facebook.com/video.php?v=10156328032540725 …pic.twitter.com/sZDJr3Tkd8"
2659,,2500.0,,1500.0,,12:32 PM - 19 Nov 2015,Just the beginning & it is going to get worse. Rates & deductibles are so high nobody is going to be able to use it.http://www.forbes.com/sites/scottgottlieb/2015/11/19/uniteds-warning-shows-how-medicaid-is-taking-over-obamacare/ …
2660,,2100.0,,1400.0,,12:11 PM - 19 Nov 2015,Has anybody read this story about Marco Rubio - devastating!http://nyti.ms/1Jys7M0 
2661,,2900.0,,1600.0,"[RepealObamacare, Trump2016]",12:03 PM - 19 Nov 2015,I told you! Premiums are soaring! #RepealObamacare #Trump2016http://thehill.com/policy/healthcare/260758-unitedhealthcare-may-exit-obamacare-exchanges …
2662,[TheFix],2500.0,,1100.0,,11:50 AM - 19 Nov 2015,Thank you (Chris) @TheFix. I have great respect for professionals that are willing to report so honestly & fairly.https://www.washingtonpost.com/news/the-fix/wp/2015/11/19/yes-donald-trump-could-absolutely-be-the-republican-nominee-in-2016/ …
2663,,4200.0,,1900.0,"[MakeAmericaGreatAgain, Trump2016]",10:32 AM - 19 Nov 2015,Thank you for your support! Together we can #MakeAmericaGreatAgain! #Trump2016pic.twitter.com/qni36GI6fV
2664,,8600.0,,2300.0,,10:11 AM - 19 Nov 2015,The POLICE in Paris did a fantastic job. Very brave - not easy!
2665,"[GolfMonthly, TrumpScotland]",1600.0,,600.0,,8:39 AM - 19 Nov 2015,A great review of my Aberdeen course by prestigious @GolfMonthly.  Some say greatest ever built. @TrumpScotland http://www.golf-monthly.co.uk/?s=Trump+scotland …
2666,,9600.0,,4200.0,,8:30 AM - 19 Nov 2015,"Everyone is now saying how right I was with illegal immigration & the wall. After Paris, they’re all on the bandwagon."
2667,,3500.0,,1300.0,,8:05 AM - 19 Nov 2015,We need new leadership- fast! https://instagram.com/p/-RcAtnGhQY/ 
2668,[GeorgeWill],2200.0,,771.0,,7:51 AM - 19 Nov 2015,I skipped a speech given years ago at Mar-a-Lago by dopey @GeorgeWill because he’s BORING—he never forgot!
2669,[GeorgeWill],2700.0,,970.0,,7:38 AM - 19 Nov 2015,"Dopey @GeorgeWill, a big proponent of the Iraq War and other catastrophes, doesn’t like me very much. That means I win!"
2670,"[GeorgeWill, FoxNews]",2600.0,,1000.0,,7:37 AM - 19 Nov 2015,"Broken down political pundit @GeorgeWill, who is wrong almost all of the time, should be thrown off @FoxNews. Boring and totally biased!"
2671,,30000.0,,16000.0,,5:11 AM - 19 Nov 2015,Eight Syrians were just caught on the southern border trying to get into the U.S. ISIS maybe? I told you so. WE NEED A BIG & BEAUTIFUL WALL!
2672,,3000.0,,1000.0,,5:07 AM - 19 Nov 2015,Ben Carson is being severely criticized for being incapable of understanding foreign policy be one of his top consultants. Not good!
